category,jobDescription
FINANCE,"""Tanger"" LLC is interested to hire a Financial Manager
which will be referred to Chief Operation Officer for a telecommunication
company."
FINANCE,"The Financial Manager will support, organize and
manage the process of company finance sustainability and progressive
development."
FINANCE,N/A
FINANCE,N/A
FINANCE,"Catherine Group LLC is seeking a highly motivated,
analytical oriented and competent person to serve as a Financial
Manager."
FINANCE,"""Cornet-AM"" CJSC is looking for a qualified candidate
for the position of Financial Manager.
Under the overall supervision of the CFO, the Financial Manager will
have a strong relationship and involvement in financial reporting under
US GAAP principles, cash management, budgeting, receivables-payables
management, long range strategic planning, accounting and Company
reporting requirements."
FINANCE,"The Financial Manager will be responsible for
financial activities of the company."
FINANCE,"The Financial Manager will be responsible for financial
activities of the company."
FINANCE,"Financial Manager will be responsible for the financial
management of Mission Easts operations in Armenia. The incumbent will
work primarily from Mission East Yerevan Office although it will be
required to travel to project sites."
FINANCE,N/A
FINANCE,"Manage and supervise implementation and management of
the procurement process, disbursements and financial arrangements of the
PIU."
FINANCE,"The incumbent will manage companys financial
operations."
FINANCE,N/A
FINANCE,N/A
FINANCE,"The Financial Manager will assist the top management on
all financial matters, as they relate to budget management, cost benefit
analysis, forecasting needs, reporting, cash and contract management."
FINANCE,"The Financial Manager (FM) will be directly responsible
to the Executive Director. The FM will participate in developing and
updating, when required, the FA Financial Management Manual and
procedures, as well as run a financial system of the office, including
routines and systems for internal financial control and budgeting
procedures, systems for accounting and payroll and control systems to
prevent financial irregularities."
FINANCE,"Idram LLC is seeking a skilled and motivated
professional to take the position of Financial Manager."
FINANCE,"The incumbent will be responsible for financial
activities of the company."
FINANCE,"The Financial Manager (FM) will be directly responsible
to the Executive Director. The FM will participate in developing and
updating, when required, the FA Financial Management Manual and
procedures, as well as run a financial system of the office, including
routines and systems for internal financial control and budgeting
procedures, systems for accounting and payroll and control systems to
prevent financial irregularities."
FINANCE,N/A
FINANCE,"SA Enterprises is looking for a Financial Manager to
oversee the Company's financial flows."
FINANCE,"The incumbent will manage all financial activities of
Dundee Precious Metals Kapan (DPMK), lead the finance team, monitor all
Company assets and liabilities in accordance with Company policies and
regulations."
FINANCE,"Khorozian International is looking for a Financial
Manager to oversee the Company's financial flows."
FINANCE,"The incumbent will manage all financial activities of
""Mehrabyan & Sons"" LLC, lead the finance team, monitor all the Company
assets and liabilities in accordance with the Company policies and
regulations."
FINANCE,N/A
FINANCE,"The USAID-funded Financial Sector Deepening Project
(FSDP) seeks a financial market specialist (FMS) to be responsible for
conducting research, analysis, assessments, surveys, and reports on
various segments of the Armenian financial market, as well as providing
assistance as needed to the Armenian Credit Reporting Agency (ACRA)."
FINANCE,"In this position the selected candidate will perform
the treasury operations, transactions with securities and foreign
exchange."
FINANCE,N/A
FINANCE,"The Financial Monitoring Service Specialist will be
responsible for handling communication on AML/ CTF issues between the
Authorized Body and the bank, participating in provision of reports and
other data on transactions subject to mandatory reporting to the
Authorized body on behalf of the financial institution. He/ she should
conduct analysis and take other measures to identify suspicious business
relations or transactions, participate in ongoing monitoring of business
relations and in development and introduction of educational programs
initiated by the service."
FINANCE,N/A
FINANCE,N/A
FINANCE,"Under the direct supervision of Chief Financial
Officer, the Financial Officer will be responsible for USAID/ WB/ TACIS
and other international projects finance and contract management and
reporting, project administration and monitoring, budget check with
project reporting, project interaction with contracting parties and
client agencies, coordination of subcontracted parties and project
staff, projects accounts payable and receivable, providing required
reports and comprehensive and professional finance management services,
including day-to-day managerial accounting. The Financial Officer will
be involved in the competitive procurement procedures and tender bidding
processes with and for intl development agencies and organizations,
contract term negotiations, budgeting, project related financial and
administrative monitoring (initial documentation, financial compliance,
time-sheet review and other related tasks)."
FINANCE,"ACDI/ VOCA, an international development organization
dedicated to empowering people worldwide, seeks a Financial Officer for
a five year project in Armenia funded by the U.S. Millennium Challenge
Corporation (MCC). Position is contingent upon receipt of project
funding."
FINANCE,"CNFA seeks qualified candidates for the
Water-To-Market (WTM) Activity of the Millennium Challenge Armenia
Program within the Irrigated Agriculture Project.
The Financial Officer will be administratively responsible to the PML
for the budgeting, accounting and reporting of funds."
FINANCE,N/A
FINANCE,N/A
FINANCE,"Financial Products Specialist will work under the
direct coordination of the Intermediation Team Leader."
FINANCE,"The Financial Reporting Specialist will be responsible
for the completion of selected internal and external reports. She/ he
will provide a key support function to the CFO, Chief Accountant and to
the FINCA Armenia finance department. The Financial Reporting Specialist
will provide financial information to high level management and
transparency for the company with the objective to support the company in
pursuing its mission with a minimum of risk and a maximum of efficiency."
FINANCE,"Armenian Development Bank is inviting qualified
professionals to fulfill the position of Financial Reports and Analysis
Department Senior Specialist who will be responsible for reports and
analysis activities inside the company."
FINANCE,"Armenian Development Bank is inviting qualified
professionals to fulfill the position of Financial Reports and Analysis
Department Specialist that will be responsible for reports and analysis
activities inside the company."
FINANCE,"The USAID-funded Financial Sector Deepening Project
(FSDP) seeks a Financial Research Specialist, who will be responsible
for implementing research and analysis in various segments of financial
market."
FINANCE,N/A
FINANCE,"EMG is seeking an Armenian candidate for the position
of FSDP Field Project Manager to perform the below mentioned activities."
FINANCE,"The USAID Finance for Economic Development Program
(FED), implemented by Cardno Emerging Markets USA, is searching for a
Financial Sector Development Analyst who will work within the Program to
achieve the goals and objectives assigned to FED under its Component 3
(which, in particular, involves the financial sector framework for the
pension reform) and assist the Programs other activities assigned by the
FED Programs Chief of Party (COP) and/ or Deputy Chief of Party (DCOP),
as needed. The Financial Sector Development Analyst will be responsible
for providing assistance in the following fields: formation of regulatory
policies that comply with international standards of pension funds
regulation, and investment policies for pension contributions to foster
local investment; ensuring governance and transparency of the pension
fund operators based on international standards and the best practice,
and also the supply of debt and equity finance instruments available for
investing pension contributions."
FINANCE,"The USAID Finance for Economic Development Program
(FED), implemented by Cardno Emerging Markets USA, is searching for a
Financial Sector Development Analyst who will work within the Program to
achieve the goals and objectives assigned to FED under its 3 components:
Financial Intermediation, Infrastructure Development and Pension Reforms
and assist the Program's other activities as needed and assigned by the
FED Program's Chief of Party (COP)."
FINANCE,"EMG is seeking short-term and long-term Consultants
for an upcoming 3-year USAID funded financial sector project in Armenia.
The project will assist the Central Bank in implementation of risk-based
supervision, improve corporate governance practices in commercial banks,
develop mortgage and insurance markets, and enhance banks and insurance
companies ability to offer more products and services. The ideal
candidates will have broad financial sector and management experience."
FINANCE,"Company is seeking individuals with existing skills and
the desire to learn new skills that allow him/ her to grow
professionally. In forming its team, Deloitte is seeking a professional
with experience with working in a bank, universal credit organization,
insurance company or investment company. The successful candidate
selected to join the team will be expected to perform tasks which
implement a work plan designed to achieve desired outcomes. The incumbent
will be responsible for lending, credit analysis, risk underwriting and
risk management."
FINANCE,"Aecom is seeking qualified candidates for a 5 year
USAID-funded, Economic Growth program in Armenia. The objective of the
program is to raise incomes and employment in Armenia by promoting growth
in selected commodity chains or services with export potential. Focusing
on the role of small and medium-sized Enterprises (SMEs), this program is
expected to facilitate the development of competitive enterprises and
value chains by stimulating innovation, enhancing workforce skills,
accelerating new enterprise formation, improving access to finance, and
addressing shortcomings in the business environment.
The candidate will be responsible for overseeing project activities
designed to:
- Adopt innovative practices in financial service delivery to promote
competitiveness;
- Mitigate risks associated with lending to Small and Medium-sized
enterprises; and 
- Promote foreign direct investment."
FINANCE,N/A
FINANCE,N/A
FINANCE,"The objective of Financial Specialist is ensuring of
efficient use of funds and preparation of reports, which are based on RA
legislation and government regulations and are coordinated with Global
Fund. The direct supervisor of Financial Specialist is the Project
Coordinator."
FINANCE,"The objective of the Financial Specialist is ensuring
of efficient use of funds and preparation of reports, which are based on
RA legislation and government regulations and are coordinated with Global
Fund. The direct supervisor of Financial Specialist is the Project
Coordinator."
FINANCE,"The incumbent will perform responsibilities under the
supervision of Financial Manager and Financial Coordinator."
FINANCE,"Aalyst CJSC is looking for an experienced and motivated
person to cover the position of Financial Specialist."
FINANCE,"Tel-Cell CJSC is looking for an experienced and
motivated person to cover the position of Financial Specialist."
FINANCE,"Ucom LLC is seeking a successful candidate who will
fulfill the position of a Financial Specialist."
FINANCE,"The Partnerships for Rural Prosperity (PRP) Program is
a 5-year initiative funded by the USAID and implemented by SME
Development National Center of Armenia (SME DNC). PRP Program will focus
on rural economic development by assisting rural communities in Armenia.
This Program will center around three components: Local Economic
Development; Small Scale Infrastructure Rehabilitation; Rural
Environmental Protection. PRP Program invites applications from highly
qualified, energetic and experienced Armenian professionals to perform
services of an experienced Financial Specialist. The incumbent will be
responsible for organization and implementation of Financial Support
Programs implemented under the Entrepreneurship Promotion sub-component
of the Program."
FINANCE,"The Financial Specialist/ Accountant must deliver
on-going financial management services and support to the fulfillment of
all financial, management-related activities."
FINANCE,"Fin Construct LLC is looking for a Financial
Specialist/ Agile Product Owner who will participate as a dedicated
member of an agile team contributing to the analysis, planning,
requirements gathering and logical design of software applications. The
main function of the incumbent will be gathering business requirements
from stakeholders and translating them to Developers."
FINANCE,"The candidate will be responsible for implementation of
SME Development National Center of Armenia Financial Support Programs."
FINANCE,"Financial, Planning and Analysis Manager is responsible
for supporting activities performed by the Chief Financial Officer of
Armenia. Specifically some of the responsibilities include budgeting and
forecasting, maintaining the project model, analysis of the operational
and financial performance of asset."
FINANCE,"Accept Employment Agency is looking for a dedicated
and responsible person to fulfil the position of Financial/
Administrative Manager to work with a representation of a foreign
Marketing and Consulting Co.."
FINANCE,"The Company is looking for a Teacher with knowledge of
Technical & Fundamental Analysis and Money Management of Forex market."
FINANCE,"Under the overall supervision of the RECC Armenian BO
Director Financial/ HR Officer will manage day-to-day operations of the
REC Caucasus ABO office, programme and project activities particularly
with respect to finances, technical services, human resources,
contracting and procurement matters including planning, implementation
and monitoring. S/he will also ensure the logistical liaison with donors
and other necessary relations for the REC Caucasus Offices. S/he will
provide company's internal and external users with timely and accurate
reporting on financial transactions by organizing, implementing and
execution of accounting procedures in accordance with Corporate
Financial and HR Instructions and in accordance with national
legislation requirements."
FINANCE,"The Financial-Economic Officer/ Chief Accountant should
carry out financial management and administration of the project's funds/
budget and render assistance in the financial management of the projects
and the subsequent tranches."
FINANCE,"The incumbent will perform duties and activities to
direct, manage, supervise and coordinate the activities and operations
of the finance department, including general ledger, payroll, accounts
payable and receivable, fixed assets and tax packages, etc."
FINANCE,"Valletta LLC is announcing a position of Financier and
looking for a highly motivated and experienced person, who will work with
direct reporting to the Chief Financial Officer."
FINANCE,"""Latar"" OJSC is looking for a qualified candidate to
fulfill the position of Financier."
FINANCE,"Max Group is looking for a motivated, proactive,
professional candidate for the position of Financier to be responsible
for preparing and analysing financial and managerial reports."
FINANCE,"""Radfin"" LLC is looking for a qualified candidate to
fulfill
the position of Financier."
FINANCE,N/A
FINANCE,"Max Concern is looking for a candidate for the
position of Financier."
FINANCE,"Max Concern is looking for a person to fill the
position of Financier."
FINANCE,N/A
FINANCE,"The Financier will be responsible for the organization
of the company's financial operations, providing requested financial
information to the credit organizations."
FINANCE,"Ucom LLC is seeking for a successful candidate who will
fulfill the position of Financier in Budget Planning and Control Unit."
FINANCE,"Ucom LLC is seeking for a successful candidate who will
fulfill the position of Financier in Financial Reporting Unit."
FINANCE,"Ucom LLC is seeking a successful candidate who will
fulfil the position of Financier in Financial Reporting Unit."
FINANCE,N/A
FINANCE,"We are looking for a qualified candidate to fulfill
the position of Financier/ Chief Accountant."
FINANCE,"The incumbent will be responsible for making financial
reports, financial analysis, organizing business plans and prepare cash
flow forecast on monthly basis."
FINANCE,"AMERIA Investment Consulting Company is seeking a
Chief Financial Officer. This position manages the company's fiscal and
administrative functions, provides highly responsible and technically
complex staff assistance to the Executive Director. The work performed
requires a high level of technical proficiency in financial management
and investment management, as well as management, supervisory, and
administrative skills."
FINANCE,"Cascade Capital Holdings CJSC is looking for a
motivated, self-driven, highly professional candidate for the position
of Chief Financial Officer. The successful candidate incumbent will be
responsible for overall financial management of the holding company and
work in a close contact with the Chief Financial Officers of the
holdings operational subsidiaries in financial services. The position
will report to the Chief Executive Officer of the holding company. We
are looking for a well organized and hard working person able to work in
a western-style office environment towards the achievement of team goals.
This is a senior executive position and a unique career opportunity for
right candidate."
FINANCE,"FINCA is looking to fulfill its new opening of the
Chief Financial Officer position."
FINANCE,"Echmiadzin Cannery (Echmiadzni Pahatsoneri Gortsaran -
EPG) is currently looking for an experienced accountant to fulfill its
new opening of the Chief Financial Officer position."
FINANCE,"The Chief Financial Officer will have two key
responsibilities - ensuring that all financial management provisions of
the Compact and related documents are being adhered to, and performing
the functions of management of administration and finance of the
Management Unit (MU) itself. He/ she will report to the Chief Executive
Officer (CEO) of the MU."
FINANCE,"Star Divide Company (Star supermarket chain) is
looking for a candidate for the position of Chief Financial Officer
(CFO). We intend to hire a financial executive with primary
responsibility for analyzing the financial performance and growth
opportunities of the Company, preparing investment proposals, building
business strategies to grow revenues, identify cost efficiencies and
increase profitability"
FINANCE,"The Chief Financial Officer will have two key
responsibilities - ensuring that all financial management provisions of
the Compact and related documents are being adhered to, and performing
the functions of management of administration and finance of the
Management Unit (MU) itself. He/ she will report to the Chief Executive
Officer (CEO) of the MU."
FINANCE,"Under direct supervision of CEO, the incumbent will
act as CFO for all financial activities of the Company and will have
primary responsibility for analyzing the financial performance and
growth opportunities of the Company, preparing investment proposals,
building business strategies to grow revenues, identify cost
efficiencies and increase profitability."
FINANCE,"Sas Group LLC is looking for a Chief Financial Officer
who is responsible for all financial matters of the company. The role
also has a strong relationship and involvement with the annual profit
planning process, long range strategic planning, oversight and direction
of all financial strategy, accounting, company reporting requirements as
well as supporting the executive team in directing the company through
significant growth."
FINANCE,"SAS Group LLC is seeking a Chief Financial Officer to
be in charge of all financial matters of the Group. The role also has a
strong relationship and involvement with the annual profit planning
process, long range strategic planning, oversight and direction of all
financial strategy, accounting, company reporting requirements as well
as supporting the executive team in directing the company through
significant growth."
FINANCE,"SAS Group LLC is seeking a Chief Financial Officer to
be in charge of all financial matters of the Group. The role also has a
strong relationship and involvement with the annual profit planning
process, long range strategic planning, oversight and direction of all
financial strategy, accounting, company reporting requirements as well
as supporting the executive team in directing the company through
significant growth."
FINANCE,"Career Center is looking for a professional Chief
Financial Officer for its Partner Company. The incumbent will be in
charge of all financial matters of the Company. 
The role also has a strong relationship and involvement with the annual
profit planning process, long range strategic planning, oversight and
direction of all financial strategy, accounting, company reporting
requirements as well as supporting the executive team in directing the
company through significant growth."
FINANCE,"SAS Group LLC is seeking a Chief Financial Officer to
be in charge of all financial matters of the Group. The role also has a
strong relationship and involvement with the annual profit planning
process, long range strategic planning, oversight and direction of all
financial strategy, accounting, company reporting requirements as well
as supporting the executive team in directing the company through
significant growth."
FINANCE,"NatFood CJSC is looking for an experienced candidate
for the position of Chief Financial Officer to implement financial
activities and supervision."
FINANCE,"Lugera is seeking a Chief Financial Officer for its
partner Company Elbat CJSC. The incumbent will be responsible for
overall financial planning, development of financial policies along with
its accounting practices, as well as for dealing with Company
shareholders, pubic authorities, financial and lending institutions. The
CFO will administer and control financial, managerial and cost
accounting, taxation and perform internal audit and treasury functions.
The CFO will act as a coordinator and first-line advisor to the General
Director of the Company on all finance-related matters."
FINANCE,"In cooperation with CEO and management team the Chief
Financial Officer will prepare annual and long term business plans in
accordance with the strategy and the mission of the company. S/he will
be responsible for annual budget planning and organization of optimal
and efficient operations of the Finance and Accounting departments."
FINANCE,"Next-Armenia is seeking a dynamic, energetic Chief
Financial Officer with strong retail experience to be in charge of all
financial matters of the Company. The incumbent will have a strong
relationship and involvement with cash management, budgeting, inventory
management, long range strategic planning, oversight and direction of
all financial strategy, accounting and Company reporting requirements as
well as support the executive team in directing the Company through
significant growth."
FINANCE,"SAS-Group LLC is seeking a Chief Financial Officer to
provide overall direction of the financial operations of all entities in
the Group, develop strategies and implement programs that maximize the
financial potential of the Company assets. The role will be accountable
for financial reporting, cash management, budgeting, development and
implementation of corporate-wide policies and procedures as well as
directing the cost control activities of retail operations to include
managing cost accounting, general accounting and planning and analysis
functions to provide timely, accurate and decision-oriented systems,
records, reports and analysis as related to all costs of the business."
FINANCE,"Gritti LLC is inviting highly qualified
professionals to fulfill the position of the Chief Financial Officer.
The Chief Financial Officer is a member of the Executive Management
team. S/he directs and oversees all financial activities of the Company
including flow of funds within the Company and with affiliates."
FINANCE,"Armenian Datacom Company (ADC) is seeking a highly
motivated CFO who will take on a key role within the finance department.
His/her responsibility is to ensure the continuous and sustainable
financial well being of the Company through continuous maintenance of
systems of internal control."
FINANCE,"Natfood CJSC is looking for an experienced candidate
for the position of a Chief Financial Officer to implement financial
activities and supervision."
FINANCE,N/A
FINANCE,"The incumbent will be responsible for coordination,
supervision and management of Financial Department operations."
FINANCE,"The incumbent will be responsible for coordination,
supervision and management of Financial Department operations."
FINANCE,"River Island is seeking a Chief Financial Officer who
will be responsible for all financial and fiscal management aspects of
company operations, provide leadership and coordination in the business
planning, accounting and budgeting efforts of the company."
FINANCE,"NEWLITA LLC is seeking a Chief Financial Officer to
interpret data affecting investment programs and to analyze financial
information for producing forecasts of business, industry and economic
conditions."
FINANCE,"The Chief Financial Officer (CFO) will support the
Chief Executive Officer in the financial management of the PMU and in the
financial management of Projects 1 and 2 and other subsequent projects of
the North-South Road Corridor Investment Program. He/ She will ensure
that procedures are put in place by the Project Management Consultant
(PMC) and are strictly followed, specifically those related to financial
flows, payments, financial accounting, financial reporting, annual
financial and probity audits, and record keeping. He/ she will ensure
that all the necessary and specifically requested financial reports are
prepared by the PMC and submitted to the Chief Executive Officer on a
regular basis. He/ she will assist the Chief Executive Officer in the
preparation of Periodic Financial Requests (PFR) for subsequent tranches,
as needed. He/ she will serve as the primary liaison on financial issues
between the finance team of the PMC, the Ministry of Transport and
Communications, the NSRCIP Governing Council, the Ministries of Finance
and Economy and the ADB. The Chief Executive Officer will develop and
maintain direct relationships with government authorities."
FINANCE,"The incumbent will provide both operational and
programmatic support to the organization and will directly assist the CEO
on all strategic and tactical matters as they relate to budget
management, cost benefit analysis, forecasting needs and the securing of
new funding, reporting, bank and cash management and contract management."
FINANCE,"The incumbent will provide both operational and
programmatic support to the organization and will directly assist the CEO
on all strategic and tactical matters, as they relate to budget
management, cost benefit analysis, forecasting needs and the securing of
new funding, reporting, bank and cash management and contract management."
FINANCE,"Republica Hotel is seeking a candidate for the position
of Chief Financial Officer. The incumbent will carry out a variety of
tasks to provide financial management in compliance with the companys
financial regulations."
FINANCE,"ContourGlobal is currently looking to hire an
experienced Chief Financial Officer (CFO) who will be responsible for
leading all the aspects of the finance function closely cooperating with
executives and the operations team."
FINANCE,"FINCA UCO is seeking a Chief Financial Officer (CFO)
who will perform duties under the supervision of the General Director."
FINANCE,"The CFO will have full authority and responsibility in
establishing the means to manage and control financial issues of the
company. The CFO will be part of the upper management team/Executive
Management Committee responsible for developing and monitoring the
strategic direction of the company. The CFO will be responsible for all
financial and fiscal management aspects of company operations. The
incumbent will provide leadership and coordination in the
administrative, business planning, accounting and budgeting efforts of
the company."
FINANCE,"SADE JSC is seeking a highly motivated and qualified
individual to fill the position of Chief Financial Officer in its
Armenian branch based in Yerevan. The CFO reports directly to CEO."
FINANCE,"The CFO will have full authority and responsibility in
establishing the means to manage and control financial issues of the
company. The CFO will be part of the upper management team/ Executive
Management Committee responsible for developing and monitoring the
strategic direction of the company. The CFO will be responsible for all
financial and fiscal management aspects of company operations. S/he will
provide leadership and coordination in the administrative, business
planning, accounting and budgeting efforts of the company."
FINANCE,"Sharm Holding LLC is looking for a Chief Financial
Officer."
FINANCE,"Unibank CJSC is inviting qualified professionals to
fulfill the position of Chief Financial Officer (CFO)."
FINANCE,"Unibank CJSC is inviting qualified professionals to
fulfill the position of Chief Financial Officer (CFO)."
FINANCE,"The Chief Financial Officer (CFO) will be directly
responsible for managing all finance and accounting activities of Finca
Armenia and supervising its finance staff. He/ she will ensure that the
finance activities of the company support it in pursuing its mission with
minimum risk and maximum efficiency. As a member of the Management Team/
Board, the incumbent should share responsibility for the overall
performance and activities of Finca and participate in making decisions
on material issues."
FINANCE,"The Chief Financial Officer (CFO) is a key member of
BetConstruct leadership team and is responsible for the company's
financial and risk management operations to include: the development of
financial and operational strategies in accordance with the strategic
vision, the establishment of metrics tied to these critical strategies
and the ongoing development and monitoring of control systems designed to
preserve shareholder value and report accurate financial results."
FINANCE,"The Chief Financial Officer will report to and partner
with the CEO. He/ she will direct the financial planning, policies and
accounting practices, and be an active participant in the organization's
overall strategy. He/ she will oversee all fiscal responsibilities for
the organization and internal financial control systems."
FINANCE,"The Chief Financial Officer/ Chief Accountant will be
responsible for financial activities of the company."
FINANCE,"-	responsible for the management of the project financial and accounting
activities 
-	budget planning of the Project and PMU operational expenses
-	monitoring of the Project implementation
-	preparation and submission of the financial statements to t"
FINANCE,N/A
Front End Developer,".Net front end developer # 129681

India-Bangalore-Bangalore | Full-time (FT) | Technology [IT] | Job ID 129681

Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with operations in about 50 countries and employ more than 45,000 people from over 150 different nations. Embodying entrepreneurial spirit, Credit Suisse delivers holistic financial solutions to our clients, including innovative products and specially tailored advice. Striving for quality and excellence in our work, we recognize and reward extraordinary performance among our employees, provide wide-ranging training and development opportunities, and benefit from a diverse range of perspectives to create value for our clients, shareholders and communities. We are Credit Suisse.

We Offer

Credit Suisse Overview

Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with operations in about 50 countries and employ more than 45,000 people from over 150 different nations. Embodying entrepreneurial spirit, Credit Suisse delivers holistic financial solutions to our clients, including innovative products and specially tailored advice. Striving for quality and excellence in our work, we recognize and reward extraordinary performance among our employees, provide wide-ranging training and development opportunities, and benefit from a diverse range of perspectives to create value for our clients, shareholders and communities. We are Credit Suisse.

â€œPlease note that this is a generic referral id based on skill set. The referrals will be reviewed depending upon availability of approved open positionsâ€

We Offer



Be a part of Credit Suisse India BDC Technology division
A senior technical lead role based in Pune India to help in the delivery of strategic trading related applications.
Candidate will be part of the global team that owns the platform
An opportunity to work with best-in-class technology focused people working on mission-critical application development.
Design and implement highly scalable, adaptable and efficient software solutions while taking into account prevailing constraints and the future strategic direction of CS IT.
A great opportunity learn about Private Banking, Wealth Management and Investment Banking business.


You Offer

You Offer



IT Degree desirable
5 to 12 years of professional experience
Technical Skill Set of


o .Net 4.0 or higher

o ASP.Net

o HTML5, JQuery

o JavaScript, AngularJS

o Sybase, SQL Server

o Test Driven Development



Sense of ownership and hands on approach to problem solving
Good Interpersonal skills with experience of working with people spread across locations / time-zones
Good written and oral communication skills.
Experience of working in Investment Banking Front Office Technology
Should be able to work independently and within team
Ability to work effectively under pressure, challenging deadlines
Should be able to maintain quality of code, come up with ideas to improve existing processes
Experience of supporting applications
Knowledge of Scrum


Credit Suisse is an equal opportunity employer. Welcoming diversity gives us a competitive advantage in the global marketplace and drives our success.

Credit Suisse is an equal opportunity employer. Welcoming diversity gives us a competitive advantage in the global marketplace and drives our success."
Front End Developer,"Credit Suisse Overview

Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with operations in about 50 countries and employ more than 45,000 people from over 150 different nations. Embodying entrepreneurial spirit, Credit Suisse delivers holistic financial solutions to our clients, including innovative products and specially tailored advice. Striving for quality and excellence in our work, we recognize and reward extraordinary performance among our employees, provide wide-ranging training and development opportunities, and benefit from a diverse range of perspectives to create value for our clients, shareholders and communities. We are Credit Suisse.

â€œPlease note that this is a generic referral id based on skill set. The referrals will be reviewed depending upon availability of approved open positionsâ€

We Offer

Â· Be a part of Credit Suisse India BDC Technology division

Â· A senior technical lead role based in Pune India to help in the delivery of strategic trading related applications.

Â· Candidate will be part of the global team that owns the platform

Â· An opportunity to work with best-in-class technology focused people working on mission-critical application development.

Â· Design and implement highly scalable, adaptable and efficient software solutions while taking into account prevailing constraints and the future strategic direction of CS IT.

Â· A great opportunity learn about Private Banking, Wealth Management and Investment Banking business.

You Offer

Â· IT Degree desirable

Â· 5 to 12 years of professional experience

Â· Technical Skill Set of

o .Net 4.0 or higher

o ASP.Net

o HTML5, JQuery

o JavaScript, AngularJS

o Sybase, SQL Server

o Test Driven Development

Â· Sense of ownership and hands on approach to problem solving

Â· Good Interpersonal skills with experience of working with people spread across locations / time-zones

Â· Good written and oral communication skills.

Â· Experience of working in Investment Banking Front Office Technology

Â· Should be able to work independently and within team

Â· Ability to work effectively under pressure, challenging deadlines

Â· Should be able to maintain quality of code, come up with ideas to improve existing processes

Â· Experience of supporting applications

Â· Knowledge of Scrum

Credit Suisse is an equal opportunity employer. Welcoming diversity gives us a competitive advantage in the global marketplace and drives our success."
Front End Developer,"About Accenture: Accenture Technology powers our clients businesses with innovative technologiesestablished and emergingchanging the way their people and customers experience work, life and entertainment. Join Accenture Technology and youll translate the operational needs of the worlds governments and leading businesses into the innovative technical solutions that will enable them to better serve their customersyour friends, family and neighbors.Youll deliver everything from point solutions for a single business function to large, long-term outsourcing services, to complex systems integration installations spanning multiple businesses and functions. Youll create custom-designed solutions or integrate our technology platforms with their operations. Role :Application DeveloperRole Description :Design, build and configure applications to meet business process and application requirements.Must Have Skills :Advanced Front End Development NodeJsGood To Have Skills :No Technology SpecialtyJob Requirements :Key Responsibilities : 1 Developing customer facing features using nodejs 2 Ability to Collaborate to develop critical features for the product 3 Identify the interaction needs for effective collaboration to deliver deeply knitted decencies 4 Create API specification, design and communicate to the junior developers 5 Unit Test Code for Robustness and Quality 6 Drive dev efforts and mentor Team in Nodejs Competencies and improve gapsTechnical Experience : 1 Must have knowledge of nodejs 2 Good to have skills - a React/Angularjs, inclined to be a full stack developer b Should have understanding of The basic of the docker, develops and Unix/Linux Commands c Building reusable Components and FE/backend Libraries for integration among enterprise applications d Full SDLC knowledge preferable in Agile Environment e Hands on experience working with NOSQL preferably Mongo DBProfessional Attributes : Strong Written and verbal communication skills, Strong critical thinking and problem solving skill"
